#X		#Y		#Wave		#Intensity
2928.761223	5614.562167	1999.980469	-44.582745
2928.761223	5614.562167	1999.016602	40.391518
2928.761223	5614.562167	1998.052734	-88.982887
2928.761223	5614.562167	1997.087891	61.690083
2928.761223	5614.562167	1996.123047	-99.908676
2928.761223	5614.562167	1995.158203	149.741272
2928.761223	5614.562167	1994.193359	-123.323997
2928.761223	5614.562167	1993.228516	-24.872622
2928.761223	5614.562167	1992.262695	-5.710826
2928.761223	5614.562167	1991.297852	60.447945
2928.761223	5614.562167	1990.332031	82.007889
2928.761223	5614.562167	1989.366211	73.840050
2928.761223	5614.562167	1988.399414	68.123459
2928.761223	5614.562167	1987.433594	62.383663
2928.761223	5614.562167	1986.466797	81.351791
2928.761223	5614.562167	1985.500977	18.691681
2928.761223	5614.562167	1984.534180	-1.942295
2928.761223	5614.562167	1983.567383	61.445583
2928.761223	5614.562167	1982.599609	53.120628
2928.761223	5614.562167	1981.632813	44.776157
2928.761223	5614.562167	1980.665039	-64.871628
2928.761223	5614.562167	1979.697266	-46.067150
2928.761223	5614.562167	1978.729492	-69.271400
2928.761223	5614.562167	1977.761719	-3.606025
2928.761223	5614.562167	1976.792969	34.860664
2928.761223	5614.562167	1975.825195	-15.556183
2928.761223	5614.562167	1974.856445	8.052727
2928.761223	5614.562167	1973.887695	-0.439234
2928.761223	5614.562167	1972.918945	-80.480377
2928.761223	5614.562167	1971.949219	-5.139609
2928.761223	5614.562167	1970.980469	-1.352093
2928.761223	5614.562167	1970.010742	-39.493893
2928.761223	5614.562167	1969.041016	131.871429
2928.761223	5614.562167	1968.071289	24.682287
2928.761223	5614.562167	1967.101563	13.608497
2928.761223	5614.562167	1966.130859	39.474094
2928.761223	5614.562167	1965.161133	-72.613411
2928.761223	5614.562167	1964.190430	-19.685093
2928.761223	5614.562167	1963.219727	225.250259
2928.761223	5614.562167	1962.249023	174.685699
2928.761223	5614.562167	1961.277344	3.527696
2928.761223	5614.562167	1960.306641	140.007401
2928.761223	5614.562167	1959.334961	163.251312
2928.761223	5614.562167	1958.363281	-76.724922
2928.761223	5614.562167	1957.391602	30.141573
2928.761223	5614.562167	1956.419922	-91.720146
2928.761223	5614.562167	1955.447266	79.002525
2928.761223	5614.562167	1954.474609	-1.062897
2928.761223	5614.562167	1953.501953	-115.514702
