2000.04395	-30.373759999999997
1901.7627	0.3718499999999949
1900.78027	-125.60924999999999
1899.79785	-32.080850000000005
1898.81543	-137.91584
1897.83203	-141.05509999999998
1896.84961	-76.68643
1895.86621	8.740189999999998
1894.88281	-171.5428
1893.89844	-2.0094899999999996
1892.91504	-80.44828
1891.93066	-90.76114
1890.94727	-108.03497999999999
1889.96289	14.717919999999996
1888.97754	-147.60007
1887.99316	22.95702
1887.00781	-152.57423
1886.02344	-40.34445
1885.03809	-61.476549999999996
1884.05176	-60.03024
1883.06641	-90.67284000000001
1882.08106	7.708579999999998
1881.09473	-116.85
1880.1084	-78.68836999999999
1879.12207	-47.06413
1878.13574	12.82368
1877.14844	-36.21733999999999
1876.16211	-38.48411
1875.17481	-62.89981
1874.1875	-148.39842000000002
1873.19922	-92.97417999999999
1872.21191	82.83919
1871.22363	-13.830449999999999
1870.23633	-47.93203999999999
1869.24805	-26.103869999999997
1868.25879	11.62117
1867.27051	-25.52961
1866.28223	68.14801
1865.29297	-18.495350000000002
1864.30371	-58.02756000000001
1863.31445	33.63168
1862.32422	2.8138299999999994
1861.33496	47.597409999999996
1860.34473	49.1983
1859.35449	-75.52793
1858.36426	-116.32490999999999
1857.37402	-213.631
1856.38379	-14.098380000000006
1855.39258	36.0972
1854.40137	22.98625
1853.41016	188.15028
1852.41895	-33.26306
1851.42676	-120.43606
1850.43555	-34.44863000000001
1849.44336	-90.7932
1848.45117	25.50303000000001
1847.45898	-21.733710000000002
1846.4668	-90.78188
1845.47363	49.05191
1844.48047	-14.39454
1843.48731	-2.7176199999999966
1842.49414	-168.59981
1841.50098	-35.62456
1840.50684	-47.83207
1839.51367	-69.37652
1838.51953	-162.98933
1837.52539	-4.981820000000013
1836.53027	23.89338
1835.53613	-213.70364999999998
1834.54102	-86.84778999999999
1833.5459	-48.86666
1832.55078	-67.39648
1831.55566	-116.42979
1830.56055	-15.024619999999992
1829.56445	-76.38907
1828.56836	-121.75685999999999
1827.57227	-135.43212999999997
1826.57617	-137.71697
1825.58008	-59.06084
1824.58301	-21.805339999999998
1823.58594	-126.63202999999999
1822.58887	-24.13516
1821.5918	-3.1224500000000006
1820.59473	-17.579319999999996
1819.59668	-81.20721
1818.59961	-166.9822
1817.60156	-147.09387
1816.60352	37.38554000000002
1815.60449	-241.05844000000002
1814.60645	-111.38116
1813.60742	-225.14837
1812.6084	-97.62171000000001
1811.60938	-72.96517
1810.61035	-238.08835
1809.61035	-197.69046
1808.61133	-104.23856
1807.61133	-212.2172
1806.61133	-120.24626
1805.61035	-44.78290999999999
1804.61035	-110.69140000000002
1803.60938	-187.83292
1802.6084	-68.87413000000001
1801.60742	-137.67585
1800.60645	-135.45805000000001
1799.60547	-136.46382
1798.60352	-24.41001999999999
1797.60156	-115.80767999999999
1796.59961	-11.980080000000015
1795.59766	-92.44015000000002
1794.5957	-126.45206999999999
1793.59277	29.86779
1792.58984	-83.18229000000001
1791.58789	-7.029529999999994
1790.58398	-105.01638
1789.58106	-173.70605
1788.57715	-158.10727999999997
1787.57422	-132.31435
1786.57031	-133.76901
1785.56641	-43.658640000000005
1784.56152	-43.1208
1783.55762	-21.792489999999987
1782.55273	-43.69064
1781.54785	99.64778999999999
1780.54297	-73.32751999999999
1779.53809	-41.51424
1778.53223	45.85959
1777.52734	-103.80129999999998
1776.52148	-199.36637
1775.51563	-138.49401
1774.50879	40.510569999999994
1773.50293	-29.89627
1772.49609	-203.86303
1771.48926	-122.6296
1770.48242	-118.86491
1769.47559	-145.49416000000002
1768.46777	-235.28108
1767.46094	-74.19597999999999
1766.45313	-115.17480999999998
1765.44531	-167.96671
1764.4375	-128.46246
1763.42871	-203.36464
1762.4209	-61.03951
1761.41211	-121.44035000000001
1760.40332	-226.36679999999998
1759.39356	-248.75114
1758.38477	-168.62497
1757.375	-119.92181
1756.36621	-127.59622
1755.35645	-67.88933
1754.3457	-18.49328
1753.33594	-115.56858
1752.3252	-86.55323
1751.31543	-179.64689
1750.30469	59.66163
1749.29297	69.59066
1748.28223	-91.50177
1747.27051	42.047650000000004
1746.25977	-40.73162
1745.24805	7.3444400000000005
1744.23535	-36.03005000000001
1743.22363	58.24108
1742.21191	-15.33375
1741.19922	167.80942
1740.18652	149.23497
1739.17383	63.98705
1738.16016	63.95109000000001
1737.14746	16.126730000000002
1736.13379	-137.97869
1735.12012	12.16539
1734.10645	111.71161
1733.0918	-9.654589999999999
1732.07813	3.163380000000002
